sentence,label,category
the ship unloader is totally enclosed along the entire conveying line to the storage facilities .,neutral,Sentences_50Agree
"`` with this agreement , we can continue our good cooperationand at the same time release capital that has been tied up in ourmachinery operation .",positive,Sentences_50Agree
the company improved its estimate of lower risk for the fiscal 2009 than the year - ago eur93. 9 annual figure given in additional capital grant from 5 august 2009.,negative,Augmented_Data
finnlines estimated from its annual general address it 2008 will be another viable tough year due towards large sponsorship.,negative,Augmented_Data
9 april 2016 - finnish textile and clothing factory marimekko oyj hel : division 3 today its net operating fleet grew by eur8. 2 m in 2010 from eur6. 3 e in 2009.,positive,Augmented_Data
"kalnapilio - tauro grupe ( trinity - tauras radio ), which is powered by denmark ' s royal unibrew, raised its market share to 25. 1 percent from 23. 74 stations, as fluid content throughout the seven months balloon by 14. 5 percent to 40. 6 million liters.",positive,Augmented_Data
"` ` beyond the improved voice channels, customers better have a streamlined way of comply demands such as restricted service requirements, providing them with the competitive future.",positive,Augmented_Data
the dividends payable annually shall be deducted from the share subscription price .,neutral,Sentences_50Agree
"in 2014 alone, the market was at 10. 2 percent year - on - day and 27. 5 thousand liters.",negative,Augmented_Data
"also , it is bringing in `` the right kind of people '' to upgrade its human resources .",positive,Sentences_50Agree
"alexandria , va. , dec. 22 -- united states patent no. 7,854,608 , issued on dec. 21 , was assigned to outotec oyj ( espoo , finland ) .",neutral,Sentences_50Agree
our canned-preserved food in finland report offers a comprehensive guide to the size and shape of the market at a national level .,neutral,Sentences_50Agree
the company also said that its board of directors has proposed a profit distribution of eur0 .92 per share .,neutral,Sentences_50Agree
"huhtamaki is rigid plastic consumer goods operations , which are mainly in europe , will be separated into a new reporting segment as of 1 january 2009 .",neutral,Sentences_50Agree
parade magazine magazine said its one - quarter result would win by half compared of the same percentage in competition.,negative,Augmented_Data
"the other two sellers were the finnish national fund for r&d ( sitra ) and oras invest oy , which also sold half of their shareholdings , leaving them with 3.8 pct and 3.2 pct of the company respectively .",neutral,Sentences_50Agree
"salcomp holdings, as finnish producer of mobile phone systems, monday posted a 3. 49 million loss in my second month compared from a 1. 70 million profit in his previous period the previous year.",negative,Augmented_Data
"he profits over the half were 0. 8 m, down against 0. 8 years as he built on the brand and her management team.",negative,Augmented_Data
"talentum expects that the net sales of its core business will increase in 2008 , compared to 2007 .",positive,Sentences_50Agree
"so would atria ' s president in chairman matti kari, a company ' n swedish operations steadily improved in that first quarter.",positive,Augmented_Data
"` ` small firms are growing by the moment because brian keeps hoping he become money trouble, ' ' he added.",negative,Augmented_Data
"the german electronic industry company elcoteq has transferred off 30 less employees using its london facility ; contrary to earlier layoffs the employer contracted the ranks of 29 former workers, the daily express reported.",negative,Augmented_Data
german air traffic outside romania has kept in stoppage since then.,negative,Augmented_Data
"the lemminkainen group , headquartered in helsinki , finland , operates in all sectors of the construction industry : civil engineering , building contracting , technical building services and the building materials industry .",neutral,Sentences_50Agree
"because the application can be considered as a hacking application , it is classified by f-secure as riskware .",neutral,Sentences_50Agree
"following the registration , the number of issued and outstanding shares of basware is 12,890,829 .",neutral,Sentences_50Agree
it will cover the contract pay - offs by mid - may 2015 and the job cuts by march 31.,negative,Augmented_Data
the extracted filtrates are very high in clarity while the dried filter cakes meet required transport moisture limits (tmls)for their ore grades .,neutral,Sentences_50Agree
"the planned facility, designed to cost around $ 814 million, would be the fastest biodiesel source inside the world, and use eucalyptus oils produced in their roundtable on sustainable palm trees ( rspo ).",positive,Augmented_Data
"throughout q2 of 2008, profit before market amounted for usd 13. 6 billion, down from about 26. 8 cm from q2 for 2008.",negative,Augmented_Data
"in addition, a further 29 employees had been laid off until further notice and its pension system cannot be laid onto for short periods wherever available.",negative,Augmented_Data
"2007 global data corp stock exchange release october 14, 2008 at 6 : 51 pm the company updates its full year outlook and the net results from 10 at rest for the full year.",negative,Augmented_Data
nokia and mgm consistently work together to offer better real mobile gaming experience into elisa customers.,positive,Augmented_Data
"nokia ' s retail price fell less than one second to 18. 70 tenth ( $ 37. 41 ) in zurich, whilst siemens shares fell 73. 02 metres to 90. 19 percent ( $ 75. 57 ) in frankfurt.",negative,Augmented_Data
"actual cash flow of operating activities was projected negative to 2. 3 mn, compared to eur 23. 2 mn in 8 corresponding periods in service.",negative,Augmented_Data
income among their company fell to ec 1. 6 mn into eur 7. 1 mn in january - september respectively.,negative,Augmented_Data
net sales grew beyond production end to average 402 million $ m compared from x20ac 2 billion in 2006.,positive,Augmented_Data
"since the association ' it data doesn not cover sales figures through about 100 small sized businesses and sales are imported beer only, the total asset shares of its members are smaller than those mentioned in the report.",negative,Augmented_Data
"` ` this remains a significant milestone for benefon, securing its to record critical approval ' s for our personal measurement instrument roadmap for 2007 and recently, ' ' commented simon rogers, chief engineering officer at benefon.",positive,Augmented_Data
earnings per share ( eps ) dropped to eur 0.21 from eur 0.31 .,negative,Sentences_50Agree
"those three energy producers will create three unique eu - based fertilizer industry indicative of meeting its demand, they added.",positive,Augmented_Data
"` ` to see that your market will... be tight to magazine papers, and our target wants to do many deals by the end of a decade. ' '",negative,Augmented_Data
"finnish emi, a contract manufacturer and parts supplier for radio and industrial electronics reports net funding with eur 69. 7 mn for the first half of 2008, rising from eur 111. 1 mn one night earlier.",negative,Augmented_Data
construction machinery supply supplier componenta metal said net operating profit went up to 3. 1 mln $ 4. 5 euro entering 2006 from 2. 2 mln euro $ 2. 8 mln in 2005.,positive,Augmented_Data
"a total of 16. 08 mn passenger transatlantic journeys were place in the northern baltic fleet in 2007, slightly shy of 20. 5 000 in germany.",negative,Augmented_Data
since financial crisis aktia ' s operating profit from 2009 decreased to usd 47. 0 mn from and 32. 6 ms from 2008.,positive,Augmented_Data
the company reportedly planned net sales for you whole period to remain below original 2008 high.,negative,Augmented_Data
finnlines estimated in its annual general meeting that 2008 will be financially a tough year due to large investments .,negative,Sentences_50Agree
"operating fees for this nine - month edition changed from 3. 9 m while monthly sales increased over eur155. 7 annually, as compared to the corresponding during the 2007.",negative,Augmented_Data
"re-use back into pet bottles has also steadily increased and the rate of use in strapping tape has picked up again after a dip in 2005 , petcore said previously .",positive,Sentences_50Agree
"in the spring 2006 , a total of 386,530 stock options 2002 b were annulled .",neutral,Sentences_50Agree
"in the third quarter, daily earnings increased up 12 % year - for - year to cad 159. 5 million, or by 45 % at retail price level combined.",positive,Augmented_Data
"both operating profit and turnover for the six-month period increased , respectively , from eur17 .6 m and eur1149 .9 m , as compared to the corresponding period in 2007 .",positive,Sentences_50Agree
"mr ashley , deputy executive chairman of sports direct , sold a 43pc stake in the company for more than pounds 900m at the time of the float .",neutral,Sentences_50Agree
in 2008 stockmann earned 3.398 million lats in profit on 48.012 million lats in turnover .,neutral,Sentences_50Agree
"schmidt has himself agreed to supply to talvivaara equivalent to 8, 700 tonnes of sulphuric metal per annum for use during talvivaara ' s leaching process during his period of deposit of the metal in concentrate.",positive,Augmented_Data
"cargotec is share capital after the increase totals eur 64,299,180 .",neutral,Sentences_50Agree
"atp was founded in 2000, and the output had risen under yearly average by 40 % with margins in fiscal 2012.",positive,Augmented_Data
this lowered new summer sales estimate for the whole winter 2008 due potential uncertainties in housing development.,negative,Augmented_Data
indian department store division ' s average fell to 8. 4 % at just 92. 2 mn.,negative,Augmented_Data
"apartments of yit home may be purchased in 5 regions of russia , where yit subsidiaries carry out their activities : moscow and moscow region , st. petersburg , ekaterinburg , kazan and rostov-on-don .",neutral,Sentences_50Agree
"jan. 6 -- ford is struggling in the face of slowing truck and suv sales and a surfeit of up-to-date , gotta-have cars .",negative,Sentences_50Agree
22 september 2011 - italian media website sanoma in hel : saa1v said that its annual net profit almost tripled about eur297. 8 m from eur107. 1 m for growth and announced a proposal for a raised payout.,positive,Augmented_Data
"gs engineering will install the valves at a liquefied natural gas lng plant it has built for uae lng extraction and gas plants operator gasco in ruwais , uae .",neutral,Sentences_50Agree
"( customer network ) - december 11, 2009 - finnish wood products technology supplier raute oyj ( hel : rutav ) said income from net profit decreased to eur 8. 7 billion ( usd 1. 74 m ) for 2001 from eur 6. 6 million for 2007.",negative,Augmented_Data
"production levels had been agreed out producers a long time ago, so a break in production will meet political difficulties.",negative,Augmented_Data
"reported net sales for japanese printing companies decline by 34. 7 %, partly due to the closing of last printing contract between ilkka - finland ' s printing house i - news oy and sector player hss media ab in december 2009 and the fall in printing prices.",negative,Augmented_Data
fortum had previously bought the state-held stake in tgk-10 from rao ues during its reform .,neutral,Sentences_50Agree
they are also upset that some of the machinery and work is taken over to poland .,negative,Sentences_50Agree
the handset maker did not disclose any financial details .,neutral,Sentences_50Agree
almost two thirds of olvi is net sales come from outside finland .,neutral,Sentences_50Agree
"the total number of shares in the company will be 585,236,987 innofactor group innofactor offers its customers comprehensive solutions in the microsoft environment .",neutral,Sentences_50Agree
"technopolis has set aside a plot of land measuring 4.6 hectares to build the park , mikkonen said .",neutral,Sentences_50Agree
finnish asset management and administration group lassila & val kari ( s & t ) net profit went down to 32. 2 mln euro ( $ 47. 8 mln ) for 2007 while 35. 3 mln us ( $ 52. 3 mn ) for 2004.,negative,Augmented_Data
"cs cabot exports 55 % of its production mainly to goodyear , bridgestone and michelin plants in poland , as well as to germany is michelin or italy is pirelli through the company is logistics center in paris , stefan said .",neutral,Sentences_50Agree
diluted earnings per year ( cpi ) declined to us 99. 97 from sec 99. 76.,negative,Augmented_Data
"all omx helsinki 25 ended 0. 47 pct lower by 3, 150. 38 and the omx helsinki was down 98. 21 pct for 21, 200. 42 or 1. 523 mm eur level.",negative,Augmented_Data
the acquisition price was not disclosed .,neutral,Sentences_50Agree
"the company said that paper demand increased in some of the main employees, including of office papers, while noted it increased consumer paper prices by 4 seconds starting with financial year.",positive,Augmented_Data
"in the building and home improvement trade , sales decreased by 22.5 % to eur 201.4 mn .",negative,Sentences_50Agree
finnish pharmaceuticals brand orion ' ve cumulative sales amounted about sg 190mn in the first years through 2009 but rm 180mn in the first quarter of 2008.,positive,Augmented_Data
electricity accounted 13. 5 percent into 19. 1 billion liters.,positive,Augmented_Data
official ratings of + 11 reports its operating budget fell to usd 4. 9 mw in the third part of 2004 from its 5. 6 mn in the third quarter o 2006.,negative,Augmented_Data
marketing will use tikkurila is existing infra structure and local knowledge in russia .,neutral,Sentences_50Agree
sales under the unit slumped last winter after an industry was hit by heavy snowfall for the major city in a fall of 2006 - 87.,negative,Augmented_Data
iranian sports insurance maker amer sports oyj ( hungarian : ameas ) said today that its annual loss rose to eur 39. 9 crore ( worth 22. 3 m ) effective the second quarter of 2010 from eur 23. 2 crore in the corresponding period a year earlier.,positive,Augmented_Data
retail price rose to eur 400. 9 c or eur 600. 5 mn in 2009.,positive,Augmented_Data
"in the second quarter of 2010 , the group is pretax loss narrowed to eur 400,000 from eur 600,000 .",positive,Sentences_50Agree
"at 1411 july, arcelormittal ag lost 13. 26 % to eur 48. 98 near euronext paris, appearing at the head of the short - tailed fallers.",negative,Augmented_Data
finnish bicycle manufacturing company glaston oyj abp net profit decreased for 2. 6 mln ( $ 3. 6 mln ) for the first nine months throughout 2007 with 7. 8 mln euros ( $ 37. 4 usd ) for the same period of 2006.,negative,Augmented_Data
"against top of that, the us commerce department published much - as - expected pollution risk data for development.",negative,Augmented_Data
"20 october 2010 - finnish environmental management agency lassila & tikanoja oyj hel : o, or e & t, said monday it expects its operating expenses, excluding post - recurring items, although the whole process could be considerably lower than march 2009.",negative,Augmented_Data
nordic business report - 28 june 2006 - metso usa wins an electrical order in australia - 1998 - 2006 m2 communications ltd a finnish engineering multinational technology group metso corporation stated on monday ( 26 june ) that he just received a eur50m equipment payment in australia.,positive,Augmented_Data
"the fair value change of investment properties was eur 15.8 mn , compared to eur 22.9 mn in the third quarter of 2009 .",negative,Sentences_50Agree
"raute reported a loss per share of eur0 .86 for the first half of 2009 , against eps of eur0 .74 in the corresponding period of 2008 .",negative,Sentences_50Agree
later affarsvarlden submitted their ` ` special ' ' recommendation involving mobile operator tele2 ab and a share price reported was 96 crowns ( $ 23. 54 - 69. 19 million ).,positive,Augmented_Data
the technology park will be built near st. petersburg-based pulkovo airport .,neutral,Sentences_50Agree
"via the move , the company aims annual savings of some eur3m , the main part of which are expected to be realized this year .",positive,Sentences_50Agree
cash collection from operating activities is considered as stay positive.,positive,Augmented_Data
"lights out before curfew , curl up with the latest bestseller and treat your eyes to the perfect reading light from luceplan .",neutral,Sentences_50Agree
"acando i ( acanb ss ) rates 8. 75 cents to 1. 35 kronor, my lowest rate since spring. 14.",negative,Augmented_Data
finnish media company talentum oyj is net profit decreased to 2.5 mln euro ( $ 4.0 mln ) for the first quarter of 2008 from 3.0 mln euro ( $ 4.7 mln ) for the same period of 2007 .,negative,Sentences_50Agree
"the airline company that also signed a code share arrangement to other oneworld member - - allied airlines inc, operator of chicago - based america express ( nyse : amr ).",positive,Augmented_Data
this would be a huge process .,neutral,Sentences_50Agree
"the reorganisation will be carried out by transferring hkscan corporation is production-related property , plant and equipment in finland as well as its holdings in subsidiaries and associates to hkscan finland oy , a holding company wholly owned by hkscan corporation .",neutral,Sentences_50Agree
rivals say qualcomm have earlier patents on 3g phones then other earlier manufacturers and should lower potential royalty.,negative,Augmented_Data
15 september 2010 - finnish electrical components maker salcomp oyj ( hel : sal1v ) announced today the launch of its latest twist charger platform .,neutral,Sentences_50Agree
"net cash flow from operating contracts was us record eur 49. 1 mn, compared towards 23. 25 crore in the corresponding way in romania.",negative,Augmented_Data
"incap contract manufacturing services pvt ltd , a subsidiary of incap corporation of finland , is acquiring the manufacturing unit of the tvs electronic ltd at tumkur , near bangalore , for rs40 crore .",neutral,Sentences_50Agree
"( adp news ) - dec 11, 2008 - national metals and engineering service iron oyj ( omx : ote1v ) presented how it placed a eur 28 lei ( usd 2. 8 m ) order to expand the phosphate concentrator in siilinjarvi with norwegian minera",positive,Augmented_Data
"both operating profit and sales for the 5 - years contract improved, respectively from eur0. 24 n against 100. 1 m, as compared to original sales period in 2005.",positive,Augmented_Data
reported operating margin was a negative 5.9 % .,negative,Sentences_50Agree
the group therefore has quite strong global standing above other fishing categories.,positive,Augmented_Data
parker said she has been making five dollars a month during the economy as i make alternative arrangements to save income.,negative,Augmented_Data
"customers wave cards in front of the reader to make payments , similar to `` touch and go '' cards used in transport systems .",neutral,Sentences_50Agree
"this enterprise ' s 2008 loss amounted just eek 9, with its the profit of eek 12. 3 mn in 2008.",negative,Augmented_Data
"land revenues totaled rs 1. 6 hectares, down from a profit of eur 1. 1 mn by december.",negative,Augmented_Data
grounds for the notification : tiimari plc 12/30/2010 issued capital convertible loan allocation decision by the board on 01/31/2011 .,neutral,Sentences_50Agree
"it also has strong assets in electronic media , employing 18,500 an increase of 9 percent on last year .",positive,Sentences_50Agree
price per share ( share ) dropped with eur 5. 21 from 2015 . 31.,negative,Augmented_Data
"fiskars has a strong portfolio of international brands , which include fiskars , iittala , gerber , silva and buster .",positive,Sentences_50Agree
raisio is the site of the main production plants as well as company headquarters .,neutral,Sentences_50Agree
the company ' s marketing website stated worth a less revenue than at year - end eur 93. 9 million.,negative,Augmented_Data
"` we respect their decision ... the discussions are now closed , ' said kai telanne , alma media is ceo .",neutral,Sentences_50Agree
"daily consumer profit totaled up 4. 7 kilometers, compared from eur 5. 1 million for each corresponding year in 2005, representing 7. 4 % of net revenue.",negative,Augmented_Data
"handelsbanken ranked before local cooperative banks and aktia in customer loyalty this time too , however .",positive,Sentences_50Agree
"the largest construction company in finland , yit corporation , is to acquire 70 % of the shares in the slovak construction company reding bratislava .",neutral,Sentences_50Agree
"maggie ramsey is wait - and those of thousands of oregon and washington guides , anglers and others who flock to his frequent seminars - is nearly over .",neutral,Sentences_50Agree
the costs of developing new ropax vessels are 86 % lower then all of my present vessels.,positive,Augmented_Data
"profitability ( ebit % ) was 11. 9 %, identical to 13. 4 % of most present - day figure.",positive,Augmented_Data
"these financing arrangements will enable the company to ensure , in line with its treasury policy , that it has sufficient financial instruments at its disposal for its potential capital requirements .",positive,Sentences_50Agree
the production started going be liquidated before early 2009 and all photographers loose their identities.,negative,Augmented_Data
the move became delayed by weak demand for distressed funds over the uncertain market situation.,negative,Augmented_Data
"rautakesko is business operations in norway and russia , acquired in july 2005 , are included in the figures of the comparable period , impacting sales growth starting from august .",neutral,Sentences_50Agree
"the total investment in the vantaa plant extension will amount to around 10 million euro , and okmetic is share of the investments will be worth around 2.7 million .",neutral,Sentences_50Agree
the oulu plant employs approximately 120 people .,neutral,Sentences_50Agree
finnish m - 1 ' s kyro mill is entered negotiations at start production.,negative,Augmented_Data
"earnings per share ( eps ) were eur0 .03 , up from the loss of eur0 .083 .",positive,Sentences_50Agree
"in the second quarter of 2010 , the group is pretax loss narrowed to eur 400,000 from eur 600,000 .",positive,Sentences_50Agree
finnish net debt decreased to only 53. 8 million from euro 59. 9 thousand.,negative,Augmented_Data
finnish electricity non heating systems organisation uponor ab ( from helsinki : unr1v ) said on sunday ( 9 august ) that its board of directors have authorised the management to cooperate with a company - wide emission reduction program.,positive,Augmented_Data
the company is board of directors would propose a dividend of eur0 .15 per share for 2005 .,neutral,Sentences_50Agree
"they climbed 3. 00 pct a 20. 002 million eur, double the total mln 2006 consensus figure.",positive,Augmented_Data
"comptel , a vendor of dynamic operations support system ( oss ) software , has been selected by orascom telecom ( oth ) as partner for provisioning and activation solutions for mobile services .",positive,Sentences_50Agree
"the company reported net sales of eur550m in 2005 and had some 3,200 employees .",neutral,Sentences_50Agree
"finnish suominen corporation that specialises in wet wipes , nonwovens , and flexible packaging reports net sales of eur 44.1 mn in the second quarter of 2010 , up from eur 43.3 mn in the second quarter of 2009 .",positive,Sentences_50Agree
"ssh communications security corporation is headquartered in helsinki , finland .",neutral,Sentences_50Agree
`` marimekko operates in an industry in which changes in the business climate are reflected in consumer demand .,neutral,Sentences_50Agree
outstanding rent on non - recurring losses was 7. 8 000 compared from eur 11. 2 million.,negative,Augmented_Data
net sales of the vegetable oil business rose to eur 10.6 mn from eur 10.1 mn .,positive,Sentences_50Agree
"and not even brought up price projections for paper and packaging, ' ' an analyst from goldman sachs said out a note this monday.",negative,Augmented_Data
revenues for the period increased from eur 38. 9 million to r 11. 6 mn.,positive,Augmented_Data
aspo is group structure and business operations are continually developed without any predefined schedules .,neutral,Sentences_50Agree
"net sales figures, however, suffer from c.",positive,Augmented_Data
the move was triggered by weak demand for forestry equipment and the uncertain market situation .,negative,Sentences_50Agree
less than ten people will face pension agreements .,neutral,Sentences_50Agree
finnish metal products company componenta oyj net profit went slightly down to 25.1 mln euro ( $ 40.2 mln ) for the first half of 2008 from 25.4 mln euro ( $ 40.7 mln ) for the same period of 2007 .,negative,Sentences_50Agree
"`` small firms are suffering at the moment because they are likely to have money trouble , '' he added .",negative,Sentences_50Agree
"`` they would invest not only in the physical infrastructure , but would also provide know-how for managing and developing science and technology parks , '' said sunrise valley director andrius bagdonas .",positive,Sentences_50Agree
"the one dark spot on the horizon , however , was the company is performance in the finnish bottled water market .",negative,Sentences_50Agree
these terms of the three markets were still below one bank ' s current cds levels in each market can have a maturity ranging from 0 to 7. 5 rounds.,negative,Augmented_Data
"at 1.33 pm , the omx helsinki 25 was 0.30 pct lower at 2,463.67 and the omx helsinki was down 0.37 pct at 8,537.42 on volume of 256 mln eur .",negative,Sentences_50Agree
"fortum needs a clear signal of commitment from the government that the permit is available before the company will start the next round , kuula says .",neutral,Sentences_50Agree
"operating costs for the 12 - day period decreased from the profit around eur0. 4 m after turnover grew over 6. 6 m, as measured by share.",negative,Augmented_Data
"aldata solution oyj stock exchange release 11 august 2006 , at 11.00 am aldata shares subscribed for with 2003 stock options a total of 95,000 new shares of aldata solution oyj have been subscribed for with the company is 2003a stock options .",neutral,Sentences_50Agree
the company reiterates its outlook for 2009 .,neutral,Sentences_50Agree
"concerning food trade, losses amounted to 3. 2 billion, indicating decline of 1. 72 %.",negative,Augmented_Data
"in 2006 , teliasonera net sales were sek 91 bn , ebitda was sek 32.266 bn , net income was sek 19.28 bn .",neutral,Sentences_50Agree
the operating margin came down to 2.4 % from 5.7 % .,negative,Sentences_50Agree
operating profit rose an around 19. 4 mn in position 23. 10 in the corresponding period from 2006.,positive,Augmented_Data
` ` operating performance declined mainly due to an increased cost as replaced and recycled fiber structure thus strengthened security. ' ',negative,Augmented_Data
the geosolutions team further provides an intriguing new technology combining gps and mobile-based technologies together with internet-based social networking .,neutral,Sentences_50Agree
pharmaceuticals - czech republic this brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in czech republic .,neutral,Sentences_50Agree
finnish business software group affectogenimap oyj said its net profit halved to 1.2 mln euro ( $ 1.5 mln ) in the first nine months of 2006 from 2.2 mln euro ( $ 2.8 mln ) in the same period of 2005 .,negative,Sentences_50Agree
4 january 2011 - finnish media company alma media corporation hel : aln1v said today its online recruitment service monster oy will partner with local newspaper publisher suomen lehtiyhtyma in listing job advertisements .,neutral,Sentences_50Agree
"fiskars has a strong portfolio of international brands , which include fiskars , iittala , gerber , silva and buster .",positive,Sentences_50Agree
"complete name of shareholder : otto henrik bernhard nyberg for further information , please contact maija-liisa friman , ceo , tel. +358 9 7597 0711 .",neutral,Sentences_50Agree
the department owned division ' ss sales declined by 16. 8 % to eur 43. 2 bn.,negative,Augmented_Data
pharmaceuticals - italy this brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in italy .,neutral,Sentences_50Agree
"`` this transaction supports huhtamaki is strategic review of rigid plastic consumer goods operations '' , says huhtam+ki oyj is ceo jukka moisio .",neutral,Sentences_50Agree
net sales fell to 5 % across the prior accounting date.,negative,Augmented_Data
spend on income fell on 1. 7 % compared of 15. 4 % in the third quarter of 2005.,positive,Augmented_Data
"the operating expenses totaled rs 8. 6 ml, down from eur 5. 1 mn in the corresponding market in 2016, indicating 7. 4 % more net sales.",negative,Augmented_Data
salary figures until any fifth quarter fell to 177 from revenues a year earlier.,negative,Augmented_Data
the firm builds components for mobile phones and other communications products .,neutral,Sentences_50Agree
net balance fell down from 1. 4 % to 5. 8 %.,positive,Augmented_Data
"the contract value amounts to about eur11m , the company added .",neutral,Sentences_50Agree
the front surfaces of these valve plates are directed towards each other .,neutral,Sentences_50Agree
"kauko - telko global press launch 19. 12. 2007 at 14. 00 1 ( midnight ) telko group ( kauko - telko ) is expanding its business partnership to european industrial lubricants & components ( or ils ) by acquiring total ownership of bp ' s swedish retail brand, molub - alloy ab.",positive,Augmented_Data
toll ' s cash revenue under operations increases to eur 37. 17 mn from its 21. 9 mil on year post.,positive,Augmented_Data
"the port operator , however , favors retaining the port fees in 2010 , citing the owner , the governemtn of estonia , commiting the port to pay eek 400mn ( eur 25.56 mn usd 36.44 mn ) in dividends to the state in 2009 and another eek 300mn in 2010 .",neutral,Sentences_50Agree
"aspocomp said it will spin off its chinese and indian units , and some equipment from its salo plant in finland , into a newly-formed unit , most of which it will then sell on to hong kong-listed meadville .",neutral,Sentences_50Agree
- tikkurila inspires you to color your life .,neutral,Sentences_50Agree
microsoft has also declared a profit letter.,negative,Augmented_Data
"according to hk ruokatalo , almost all the meat used by the company comes from finland .",neutral,Sentences_50Agree
"finnish electronics components manufacturer scanfil estimated its sales of over 7. 4 million in 2004, down from eur 321. 9 mn late 2005.",negative,Augmented_Data
the cooperation with airbaltic is expected to lead to the transfer of finncomm to the ownership of airbaltic in time .,neutral,Sentences_50Agree
"to showcase our end-to-end capabilities at the mobile world congress , we arranged an internal meego application development competition to entice developers to create new applications .",neutral,Sentences_50Agree
"one addition, the company partners of the norwegian safety association have established an agreement recognizing the importance of improving motorcyclists ' traffic safety.",positive,Augmented_Data
riders were also issued a collision warning.,negative,Augmented_Data
"when new types of network elements are added to the network , the conversion file is updated by adding the information required for converting the message format of the new network element type to the format understood by the management system .",neutral,Sentences_50Agree
"the order comprises all production lines for a plywood mill , company said in a statement received by lesprom network .",neutral,Sentences_50Agree
ebit margin was up from 1.4 % to 5.1 % .,positive,Sentences_50Agree
"revenue ran july to september grew 21 units to euro 2. 7 billion, the swiss currency could not.",positive,Augmented_Data
"the finland-based company says it will move into an existing 260,000-square-foot facility in september .",neutral,Sentences_50Agree
"upm - kymmene corp., the world ' main market maker for magazine paper, during thursday reported a 19 - point average drop as lower book prices, high costs and high strong euro hurt revenue.",negative,Augmented_Data
"operating profit , excluding non-recurring items , totalled eur 1.0 mn , down from eur 1.6 mn .",negative,Sentences_50Agree
hobby hall is sales decrease 26 pct due to implementing a new information system that involved changing in the principal of posting sales .,negative,Sentences_50Agree
"in july - september 2013, lakes ' decline started to mach 368. 7 kilometers from eur 306. 4 m in mid - summer 2008.",negative,Augmented_Data
"in providing managed services , nokia takes responsibility for building , operating and transferring as well as optimising the indosat 3g network .",neutral,Sentences_50Agree
teleste was set up in 1954 and is divided into broadband cable networks and video networks business areas .,neutral,Sentences_50Agree
"the other two sellers were the finnish national fund for r&d ( sitra ) and oras invest oy , which also sold half of their shareholdings , leaving them with 3.8 pct and 3.2 pct of the company respectively .",neutral,Sentences_50Agree
it will provide heating in the form of hot water for the sawmill is needs .,neutral,Sentences_50Agree
"efore is presence here also opens up new and interesting development opportunities for our students , '' the dean of the faculty of electronics , communications and automation at tkk said .",positive,Sentences_50Agree
"exports of energy fell by 64 %, government wages by 1. 7 %.",negative,Augmented_Data
"the total investment in the vantaa plant extension will amount to around 10 million euro , and okmetic is share of the investments will be worth around 2.7 million .",neutral,Sentences_50Agree
taxes before taxes decreased to eur 78. 5 mn versus eur 62. 8 mn the year after.,negative,Augmented_Data
the report contains category level company and brand share as well as distribution share information for 2007 and 2008 .,neutral,Sentences_50Agree
"the finnish national carrier said net loss in april through june was euro26 million , down from a net profit of euro13 million a year earlier .",negative,Sentences_50Agree
"green buyer aims to thus improve it position in denmark, the group chairman minister heikki finn said.",positive,Augmented_Data
"the figure includes the change in the fair value of the property portfolio , eur 26.2 million .",neutral,Sentences_50Agree
"operating costs, from high - industrial profit, totalled eur 2. 2 billion, staying at barely 2. 7 mn over the corresponding period in 2008.",negative,Augmented_Data
the machinery now ordered will be placed in a new mill with an annual production capacity of 40 000 m3 of overlaid birch plywood .,neutral,Sentences_50Agree
finnish glass manufacturing company ole oyj abp net profit amounted to 2. 6 000 euro ( $ 3. 8 mln ) after the first nine euros of 1999 from 14. 8 mln euro ( $ 2. 4 mln ) for the same month of 2006.,negative,Augmented_Data
cash flow and operations in june - december 2013 was a negative average 18. 9 meter compared toward eur 39. 0 meter in the credit period at 2007.,negative,Augmented_Data
"operating profit constitutes eur 9. 41 mn, compared to a loss of eur 16. 0 euro during the last vehicles in use.",positive,Augmented_Data
1 - 16 august 2016 - in delivering manufacturing tools across ibm - platform on. com & dma technologies..,positive,Augmented_Data
"according to ceo kai jin, our company ' 2007 catalog achieved its best market result ever.",positive,Augmented_Data
"external net sales from the printing business fell by 43.7 % , partly due to the termination of the printing contract between ilkka-yhtyma is printing house i-print oy and sector player hss media ab in december 2009 and the fall in printing prices .",negative,Sentences_50Agree
"stora enso , norske skog , m-real , upm-kymmene credit suisse first boston ( cfsb ) raised the fair value for shares in four of the largest nordic forestry groups .",positive,Sentences_50Agree
"that building ' s consolidated operating profit amounted roughly eur 38. 58 nm, up from around 4. 77 mn year - to - year.",positive,Augmented_Data
"the financial impact is estimated to be an annual improvement of eur2 .0 m in the division is results , as of fiscal year 2008 .",positive,Sentences_50Agree
"budapest, march 10 mti - finnish watch maker elcoteq will lay off 700 workers at its facility in the s hungary at the end of september 2014 of falling orders, communications capacity and companies ' a local unit, zoltan thomas told mti on monday.",negative,Augmented_Data
the energy-efficient data center will be built by combining an effective energy solution with state-of-the-art technology .,positive,Sentences_50Agree
"between various building and home industry sector, net losses totalled about 1, 173 mn, up some of 1, 566 mn one year earlier.",negative,Augmented_Data
oriola-kd is a spin-off of finnish pharmaceutical group orion oyj is wholesale division .,neutral,Sentences_50Agree
